IGT_ID,IGT_IMP_ID,IGT_BGT_ID
7599,4666,5
7601,1880,5
7602,3852,5
2733,3293,5
2734,5243,9
2735,5313,5
8031,5255,5
2737,4719,5
2738,4825,9
8033,5122,5
2741,3035,5
7608,5449,5
2743,2502,5
7609,3907,5
7612,405,5
8034,712,9
8036,1345,13
2748,1045,5
7613,5076,5
7618,903,5
7619,3781,5
7620,3150,5
8037,5164,9
7621,257,5
7622,2389,5
7623,3338,5
7624,2965,9
2764,5232,5
7626,4340,5
8039,3811,9
8040,3926,13
7668,4513,5
8042,2904,5
8043,904,5
7665,1764,5
7663,1794,5
7661,4262,5
8045,4338,5
7660,3533,5
8046,3881,5
8050,1851,5
8051,4393,5
8052,4862,5
7670,4220,9
8053,5298,5
8055,3976,5
8056,829,5
8057,2616,9
2796,5464,5
7674,3763,9
2798,4678,5
7678,5386,9
2801,732,5
2803,598,10
2804,598,14
8058,2846,9
7680,5230,9
8059,192,5
7681,4761,9
3550,1678,5
2814,3235,5
8060,147,5
8061,4951,5
2821,59,5
2822,2247,14
2823,6015,5
2824,1539,5
7684,3244,9
7685,424,9
7686,4274,9
7688,974,9
7690,1084,9
7692,590,9
7696,1591,9
7701,1032,9
7634,4545,14
7633,4545,9
7632,4545,3
7610,950,5
2843,3311,5
7703,973,9
7704,4679,9
7707,3225,9
7611,519,9
2850,1609,5
7607,2697,9
2852,1806,14
2853,3827,5
7606,1409,5
2855,4791,14
2864,3742,5
2865,4440,9
7711,5377,5
7712,4911,9
7713,1323,5
7717,4205,5
7719,4419,5
7720,1006,9
7722,766,9
7723,2917,5
7724,697,5
2876,2575,3
2877,2575,5
2878,1773,9
7728,2652,9
2880,3032,5
2881,966,9
7978,5389,7
7979,1831,14
7980,2548,9
7981,979,14
7984,1024,9
7985,5177,9
7546,1691,5
7547,2946,9
2890,4006,5
7593,4869,9
2892,4426,10
2893,4426,5
7551,3389,5
7552,2746,5
7553,204,14
7600,3695,9
2898,3767,5
7557,3394,14
7560,2101,9
7603,3373,5
7562,2328,9
7564,3997,5
7565,3903,5
7568,4686,9
7569,1054,9
7604,3832,14
7591,5612,5
7592,5549,14
7590,978,9
2915,2803,10
2917,96,5
7579,4311,5
7581,3784,5
7573,4997,5
2921,5332,5
2922,5307,9
7737,5931,17
2937,195,5
2939,2260,5
2940,227,3
2941,227,5
2942,1554,9
6339,2200,9
2944,1673,5
2945,5139,5
2946,4028,5
2947,4173,5
2948,5201,5
2950,805,9
2952,6086,9
2953,3145,5
2954,3917,9
2955,1929,5
2956,1951,5
2957,3931,5
2963,3171,9
4274,1331,9
4277,959,9
4280,5221,9
7375,6277,9
7377,5667,9
7378,5969,9
7381,6021,5
7382,6052,5
2973,5915,5
2974,5926,5
7384,5547,9
7387,5545,9
7388,5618,9
2983,5511,5
7389,5870,13
2985,6190,5
7390,6114,5
7392,5849,5
2988,6146,5
7394,5796,11
7393,5796,10
2993,6251,9
2996,6136,9
7395,6140,5
7396,5947,5
3003,5936,5
7397,5757,5
3008,5755,9
7118,6029,3
7122,5863,3
7124,5666,3
7120,5964,3
7398,5558,9
3059,5355,5
3060,2449,5
3061,5875,5
7504,5451,5
3063,1714,5
7505,665,5
7510,2808,5
7514,3138,9
7516,4751,5
7517,719,9
7519,3249,5
7520,2658,9
7521,3840,9
7523,4483,5
7524,3400,5
7527,1766,5
7528,5073,5
7401,5650,9
3080,5609,5
3195,6242,9
7531,4039,9
7439,5651,5
7540,2340,5
7532,5370,5
7440,5671,5
7533,212,9
7542,3994,9
7442,5837,5
7543,341,5
7443,5669,9
3096,5158,9
3098,1383,5
3099,2227,5
7444,5644,5
7534,5175,9
7535,4972,5
3103,4231,5
3104,2015,5
7537,5340,5
7447,5687,5
7452,5962,14
7538,2294,5
7450,6199,10
7468,6195,9
7467,6195,3
3212,5574,5
7453,5657,5
7454,5878,5
7476,6274,9
3178,5594,5
7457,5767,5
7466,6291,5
3173,6236,5
3219,5631,5
3203,2252,9
3174,5663,5
3175,5908,5
7456,5521,5
3176,5984,5
7455,5828,5
3223,5813,9
7458,5713,5
3221,6041,5
7079,5030,9
7291,251,9
3152,1748,5
3153,2536,9
3156,3912,5
3155,4196,5
7262,2863,5
7577,3517,5
7549,835,5
8339,3642,9
8930,553,5
8935,5312,9
8936,1070,5
8937,975,5
8938,2323,5
9148,1342,5
9149,560,5
9150,3837,5
9153,1060,5
9156,2833,5
9157,1760,5
9158,944,9
9161,3988,5
9162,5415,5
9165,4662,9
9167,3630,5
9168,848,5
9170,540,5
9171,2016,5
10036,254,10
10037,254,11
9205,5398,11
9204,5398,10
9206,5398,9
9207,2836,8
9208,4439,8
9209,841,9
9210,845,9
10038,3587,9
10039,1840,9
10040,83,5
9215,1253,5
10041,3180,9
10042,1093,5
9219,2499,5
8939,4674,9
8940,710,5
8941,4337,5
8942,4302,5
8943,3111,5
8944,297,5
8945,467,5
8946,2081,5
8948,4918,5
8949,2014,5
8950,344,5
8951,1600,5
8952,3196,5
8953,741,5
8954,132,5
10030,5240,9
10029,5240,3
8961,4591,9
8965,4805,9
8964,724,5
8966,880,5
10031,2867,9
8996,3511,5
9018,3935,5
9019,3639,5
8999,4143,5
10032,993,9
9001,3562,5
9002,3396,16
9004,3241,5
9005,345,5
10033,1708,5
9007,4265,5
9009,3920,5
9010,630,5
9013,742,5
9014,3956,5
9015,4631,5
10034,1926,5
9021,1825,5
9022,5059,5
9023,3585,5
9024,3500,13
9025,3722,5
9027,3339,9
9028,3567,9
9030,3224,9
9031,3923,5
9033,235,5
9034,4090,5
10035,445,9
9036,221,5
9037,1919,5
9040,3783,5
9039,4120,5
10176,3510,5
10177,1250,5
10178,797,5
10179,4248,5
10180,5109,5
10181,4889,5
10182,616,5
10183,1981,5
10184,3765,5
10185,3689,5
10186,4347,5
10187,4489,5
10188,4155,5
10189,3959,5
10190,1106,5
10191,5189,9
10192,3140,9
10193,3039,9
10194,4498,5
10196,2312,5
10197,3259,9
10198,4640,5
10200,680,9
10201,2082,9
10202,1647,9
10203,31,5
10204,807,5
10206,4796,9
10207,4706,3
10208,4706,9
10209,2189,10
10210,2189,9
10212,302,9
10213,4156,5
10214,2661,5
10215,4136,5
10216,3661,5
10217,247,5
10218,4665,5
10219,81,5
10220,4506,9
10045,2058,9
9268,5440,9
10052,3126,9
9307,1912,3
9314,1085,11
9316,3415,3
9321,4416,5
9329,4301,9
3755,3660,5
11891,4808,5
3759,282,5
3761,3351,5
3763,865,5
3765,3181,5
3766,856,5
3768,3432,5
7962,2297,5
3775,2942,5
5658,5357,5
5492,699,5
10059,1587,3
9585,2886,5
10422,2357,14
11091,3758,10
11093,5111,10
12046,4865,3
12065,4037,9
12079,686,5
11516,3397,9
11517,4548,9
11518,1586,9
11519,4157,9
4282,5430,5
11520,3844,9
11521,1782,9
4286,5432,5
4288,1451,5
11522,2698,5
4292,318,5
11523,4556,9
4295,599,5
4298,4151,10
4299,1211,10
4300,58,10
4301,683,10
4302,3114,10
4303,2949,10
4304,859,10
4305,4647,10
11524,4638,10
11525,2130,10
4308,1869,10
11526,4742,10
4310,349,10
4311,329,10
4312,2948,10
4313,2563,10
4314,1856,10
4315,5237,10
4316,5218,10
4321,1938,10
11527,1143,10
4319,2204,10
4322,1953,10
4323,1076,10
11536,1264,5
11750,4677,5
4334,3757,10
4335,1214,10
4349,3973,10
4329,512,10
4350,2989,10
4336,1866,10
4333,5062,10
4337,983,10
4338,386,10
4339,3733,10
4346,3144,10
4351,2460,10
4348,3020,10
4353,3759,10
4357,3838,10
4356,1388,10
4358,3762,10
4359,486,10
11751,1259,10
4362,672,10
4363,3954,10
4364,3436,10
11528,5319,9
11529,3178,9
4368,1862,5
4369,596,5
4371,1133,5
4372,964,5
11530,2059,9
4376,403,5
11531,363,5
11532,628,9
11533,1390,5
8237,1337,5
11534,5465,9
11535,3266,9
11542,5495,5
11681,9798,5
4426,2729,5
11754,5428,9
11474,1746,5
11473,3700,5
11475,9,5
11476,5356,9
11748,3263,9
11478,4913,5
11479,717,5
11481,5090,9
11480,5090,3
11482,5403,9
11483,4823,10
11484,4823,5
11485,3589,5
11487,2551,5
11488,2703,5
11489,1415,5
11490,913,5
11491,5244,5
11492,3537,5
11493,3118,5
11494,2569,5
11496,1251,5
11749,1239,5
4540,4688,5
11500,4263,5
11501,2507,5
4547,1666,5
11502,4367,9
11503,5132,5
11505,3246,5
11506,1207,5
11507,3821,5
11508,4794,5
11509,3817,9
11510,2035,7
11511,2126,5
11512,1379,5
11513,4326,5
4566,4888,5
11514,4829,9
4569,4672,5
4571,1952,5
11515,2246,5
11609,309,9
11610,3875,9
11611,2999,9
11612,208,5
11613,4549,5
11614,4356,8
11615,3664,9
11616,2039,8
11617,4264,5
11618,5493,5
11619,126,5
11620,3855,5
11621,68,5
11622,4385,5
11623,5136,5
11624,971,5
11625,39,5
11626,3106,5
11627,891,5
11628,1546,5
11629,1007,5
11630,2423,5
11631,1435,5
11632,1372,5
11633,1113,5
11634,673,5
11635,3081,9
11588,4733,16
11755,4540,9
11590,3969,16
11759,3895,9
11758,5219,9
11600,3013,5
11601,2090,9
11603,4691,5
11602,4691,3
11605,2484,11
11604,2484,10
11607,1964,5
11606,1964,3
11608,288,5
11885,5089,5
11886,4095,5
11887,3216,5
11888,4937,9
11889,3302,5
11890,730,5
11892,5494,5
11893,4459,5
11894,1444,7
11895,4584,5
11896,4427,5
11897,2553,5
11898,4689,5
11899,4942,5
11900,1641,5
11901,2027,9
11902,4569,5
11903,1486,5
11904,1567,5
11905,4469,5
11906,3667,5
11636,311,5
11637,4260,5
11638,714,5
11639,3934,5
11640,2327,5
11641,2964,9
11642,3413,5
11643,5290,5
11644,525,9
11645,5212,5
11646,22,5
11647,2602,5
11648,1277,5
11649,2571,5
11650,2136,5
11651,2547,5
11652,1344,5
11653,3957,9
11654,1346,5
11655,5412,9
11656,1922,5
11657,5188,5
11658,2280,5
11659,3278,5
11660,1770,5
11661,266,5
11662,3204,5
11663,1363,5
11664,2979,5
11665,3835,5
11666,2408,9
11667,4009,5
11668,374,5
11669,303,5
11670,3646,5
11671,3222,5
11672,5284,5
11673,5246,5
11674,744,5
11675,4041,5
11676,3657,5
11677,3933,5
11907,4541,9
11908,2461,5
11912,1526,5
11911,4990,5
11909,2593,10
11913,2604,5
11914,5160,5
11915,3212,5
11916,1376,5
11917,3632,5
11918,1481,5
11919,4616,5
11920,3083,9
11921,4966,5
11922,1907,5
11923,5251,5
11924,469,5
11925,19,5
11926,4080,9
11927,1630,5
11928,3243,5
11929,2648,5
11930,1845,5
11931,3955,5
11932,945,5
11933,2755,5
11934,5018,9
11935,3169,5
11936,3532,5
11937,1392,5
11938,106,5
11939,3814,5
11940,3148,14
11942,2993,13
11943,5112,5
11944,1232,5
11945,2333,9
11946,4779,5
11947,796,5
11948,2242,9
11949,1078,5
11950,1707,5
11951,5338,5
11952,1293,5
11953,2934,5
11954,2233,14
11956,3010,5
11965,157,5
11966,1998,5
11964,1462,5
11961,5067,5
11962,2653,5
11963,1360,9
11967,11636,5
11960,3972,9
11957,185,9
11959,4237,5
11678,322,5
11679,3965,5
11680,2223,5
4927,3092,5
4929,429,5
11699,4884,5
11700,3344,5
11701,5200,5
4935,383,5
11712,1291,5
11704,4408,5
11705,2583,5
11709,2605,5
11710,1623,5
11714,1545,9
11719,2768,9
11706,5372,9
11707,2785,5
11708,4609,5
11711,4668,5
11713,3191,9
11717,4981,5
11718,352,9
11721,4386,5
11722,4633,9
11723,1498,9
11726,885,9
11724,885,3
11725,885,11
11728,461,9
11730,3735,9
11732,3323,9
11733,2753,14
11735,300,5
11736,4206,5
11760,3924,5
11739,3131,10
11741,4203,5
11742,3189,10
11743,3189,8
11792,1958,11
11791,1958,10
11793,1958,8
11794,1521,9
11795,3319,9
11796,260,5
11797,4108,14
11798,5250,9
11799,231,9
11800,1185,9
11801,1339,5
11802,2288,9
11803,4142,5
11804,4241,5
11805,583,5
11806,4899,5
11807,4563,5
11808,2050,5
11809,3098,5
11811,676,14
11810,676,10
11729,4599,14
11731,787,5
5010,5140,5
11993,2961,5
11757,1420,9
11812,1120,9
11813,2601,5
11815,1799,8
11814,1799,3
11816,3404,5
5021,4789,5
5022,5178,5
11820,1916,5
11821,2053,5
11822,1629,9
11823,4122,5
11824,2453,5
11825,5364,5
11826,1688,9
11827,872,9
11828,579,5
11829,2283,5
11830,4643,5
11831,696,9
11832,4893,9
11833,2893,5
11834,2207,5
11835,4107,5
11836,312,5
11837,1356,5
11838,4736,5
11840,580,5
11841,3262,5
11842,365,5
11843,3230,5
11844,3327,9
11846,4904,5
11847,4287,5
11848,1262,5
11849,1836,5
11850,3942,5
11852,369,9
11853,5391,5
11854,3382,5
11855,2170,5
11856,1850,5
11857,2413,5
11858,725,5
11859,900,8
11860,2185,5
11861,66,5
11862,2162,5
11863,4608,5
11864,840,9
11865,1418,5
11866,1784,5
11867,4023,5
11868,47,14
11869,4167,5
11870,239,5
11875,2108,5
11877,4762,8
11878,2688,5
11879,656,5
11880,327,5
11883,1419,5
11882,4332,5
11884,1081,5
5125,2216,5
5126,2042,5
6403,2037,5
5128,1309,9
5129,2221,9
5131,551,5
5132,1855,9
5133,2385,5
5134,1141,9
5135,3206,9
5137,4731,9
5138,1275,9
5139,2787,5
5140,21,9
5141,940,5
5142,4815,5
5143,1580,5
5144,1271,5
5145,3245,5
5178,2253,5
5185,5103,5
5148,3612,5
5149,4699,5
5150,4799,5
5151,4567,5
5152,4369,11
5153,2496,9
5154,4701,11
5155,4701,9
5156,4249,8
6355,3236,9
5187,1738,9
5159,390,3
5160,390,9
5161,1598,5
5182,4078,9
5181,4078,3
5164,5281,3
5165,5281,9
5166,2684,9
5183,2267,9
5173,1140,9
5169,4509,5
5170,2742,8
5171,3220,7
5175,4881,9
5174,2882,5
5177,5074,16
5180,1790,5
5186,3691,9
5188,5350,9
5189,4109,9
5190,5344,9
5191,4420,9
5192,4725,9
5195,3002,9
5194,1204,9
5196,3674,8
5198,3441,5
5204,2977,9
5203,838,9
5201,1605,9
5202,3556,9
5205,1089,5
5207,517,14
5208,2959,5
5209,1990,5
5210,681,5
5211,705,5
5212,3540,5
5219,435,5
5220,3887,5
5241,397,9
5236,3874,5
5231,2718,9
5239,3277,9
5227,2974,16
5238,2391,5
5233,2708,5
5359,2487,5
5353,4308,5
5240,79,5
5242,890,5
5243,3909,5
5245,3793,5
5246,2263,5
5247,4637,9
5249,4317,9
5254,3996,5
5252,154,5
5253,3090,5
5256,1680,5
5258,711,5
5259,4365,5
5260,456,5
5261,2106,9
5262,952,14
5263,3021,5
5264,2486,5
5265,526,3
5266,526,11
5267,526,9
5268,4750,5
5269,3753,9
5271,4826,5
5273,2631,5
5275,1516,9
5277,2624,5
5278,2988,9
5279,2950,5
5280,1015,5
5281,5351,9
5283,1285,5
5285,3233,5
5286,5457,9
5287,1132,9
5288,2134,9
5289,2407,9
5291,3530,5
5293,3049,5
5294,5224,9
5295,2564,9
5296,3688,9
5297,3217,9
5298,2402,9
5299,2089,9
5313,3342,9
5301,1364,5
5303,689,5
5310,1574,9
5306,1234,5
5308,3754,5
5309,2922,9
5311,416,13
5312,4782,5
5314,4671,9
5315,1181,5
5316,2329,10
5317,5097,9
5318,4387,10
5319,675,5
5320,4212,9
5321,4717,9
5325,3493,5
5326,1751,5
5327,505,5
5328,4072,5
5329,479,5
5330,2457,5
5331,2823,5
5332,4257,9
5333,3543,5
5334,4150,5
5335,1012,5
5337,4279,5
5363,3496,5
5343,3036,5
5345,1317,5
8238,622,5
5348,510,5
5349,4056,5
8241,2070,5
5351,130,5
12782,2780,5
5355,377,5
5358,2775,9
5357,5280,9
5364,1949,5
5373,968,8
5370,924,5
5376,5024,5
5372,4652,8
5374,5079,5
5375,2626,5
5378,2877,5
5380,4602,5
5381,3701,5
5382,3300,12
5383,2506,5
5385,296,5
5386,3377,9
5388,1152,5
5389,2373,5
6342,2303,9
5391,3668,5
5392,4914,5
5401,756,5
5394,2304,5
5396,1985,9
5399,4838,5
5400,2352,5
5402,2256,5
5410,4008,5
6336,1594,9
5412,2745,5
5413,4956,5
6366,3614,9
5415,5331,5
5417,4845,5
5418,2311,5
5420,1220,5
5423,3605,5
5422,4855,16
5425,4040,5
5426,5479,5
5427,1284,9
5428,3170,16
5429,1439,5
5432,2482,5
5431,1652,9
5434,4380,5
5435,1615,5
5438,2706,5
5439,997,5
5440,3139,5
5441,4445,9
5442,3424,5
5444,232,5
5446,5324,5
5448,1316,5
5449,2415,5
5450,3211,5
5451,2156,5
5452,4050,5
5453,2431,5
5455,3183,5
5457,5195,5
5459,4986,5
5462,1755,5
5464,1763,5
5466,3391,5
5467,653,9
5469,1690,5
5471,4512,5
5473,202,5
5475,1684,5
5477,4515,5
5479,316,5
5481,2638,5
5483,1568,5
5484,578,5
5486,1340,5
5488,95,5
5489,3429,5
5490,1625,5
5493,401,5
5495,2879,5
5496,530,5
5497,615,5
5498,2095,5
5500,3318,5
5502,1394,5
5504,907,5
5506,3497,5
5507,1658,5
5508,1741,5
5510,1174,5
5512,55,5
5514,4713,9
5516,1347,5
5518,5124,5
5520,4792,5
5522,75,5
5524,4224,5
5526,4401,5
5528,5407,5
5529,2412,5
5531,618,5
5533,937,5
5535,4251,5
5537,595,5
5538,619,5
5539,3671,5
5540,4316,5
5541,4684,5
5543,320,5
5544,4539,16
5546,5396,5
5548,1699,5
5549,660,5
5551,276,5
5553,4723,5
5555,1011,5
5556,3459,5
5557,3538,5
5558,4517,16
5560,4844,5
5562,1848,5
5564,877,5
5566,61,5
5568,5010,5
5570,5336,5
5572,3363,9
5574,2336,5
5576,338,5
5578,1854,5
5580,5026,5
5581,3766,9
5582,4894,5
5584,3905,5
5585,605,5
5586,1701,5
5587,1692,5
5588,4695,5
5589,3479,5
5591,678,5
5593,1167,5
5594,2074,5
5596,1083,5
5598,2538,5
5600,1332,5
5601,3357,5
5603,85,5
5605,427,5
5607,3004,5
5609,315,5
5610,5161,5
5612,2544,5
5614,4051,5
5616,2858,5
5618,2987,5
5620,2396,5
5627,1745,5
5629,3651,5
5631,54,5
5632,4333,16
5633,4115,16
5635,3324,5
5636,3745,5
5637,920,5
5638,3334,5
5639,4410,9
5640,4300,9
6460,5423,9
6459,5423,3
5643,3205,5
5644,2529,9
5646,5207,5
5650,5141,5
5652,2141,5
6454,5241,5
5654,3643,5
5655,1295,9
5660,2665,5
5661,294,8
5662,2936,5
5664,3527,8
5665,1463,5
5667,5032,5
5668,368,5
5669,1566,5
5670,723,5
5671,1983,9
5672,2574,9
5673,1956,5
5674,4531,10
5675,4531,5
5676,5275,10
5677,5275,5
5679,799,5
5680,3018,5
5681,1107,5
5682,3961,9
5684,3137,5
5686,821,5
5688,2243,5
5689,571,5
5691,1145,5
5692,5475,5
5693,5330,9
5694,4745,5
5695,2991,9
5696,3260,5
5698,1528,5
5700,4230,5
8246,4306,5
5702,2509,5
5704,1125,5
5706,2181,5
5708,4935,5
5714,4813,5
5716,3789,5
5718,3412,5
5720,4636,5
5721,1404,5
5727,3030,5
5728,738,5
5729,2184,5
5731,1442,5
5733,3616,5
5735,4451,5
5737,292,5
5739,4532,5
5740,3084,5
5741,2555,5
5748,3900,5
5746,4081,5
5747,2441,5
5751,3063,5
5752,735,5
5754,4664,5
5756,4480,5
5757,3782,5
5758,2212,5
5760,918,5
5762,4654,5
5764,2198,5
5765,3240,5
5766,4168,9
5768,1227,5
5770,4886,5
5773,5227,5
5775,659,5
6402,2154,9
5777,2580,5
5778,3829,5
5779,3174,5
6139,4375,5
6140,2290,5
5783,546,5
5784,3108,13
5785,3949,7
5786,3001,5
5787,1159,14
5788,3040,16
5789,4743,7
5790,2913,5
5792,135,5
5794,5113,5
5795,4587,5
8239,218,9
5798,490,5
5799,4555,5
5800,4470,5
5801,4711,5
5803,1114,5
5805,398,5
5806,609,5
5808,1135,5
5810,1311,5
5812,3052,5
5814,3346,5
5816,3185,5
6344,2596,9
5819,324,9
5821,3756,5
5823,1904,5
5824,1139,5
5825,2278,5
5827,3856,5
5828,2258,5
5830,2772,5
5831,1168,9
5832,826,5
5833,481,5
5835,2686,5
5837,4589,5
5838,4491,5
5840,4370,5
5842,434,5
5844,2984,5
5846,5110,5
5848,2674,5
5850,2236,5
6371,4062,9
5854,2031,5
5856,13,5
5858,4974,5
5860,1244,5
5862,1490,5
5863,3984,5
5865,722,5
5867,2733,9
5869,1973,9
5871,586,5
5872,2347,5
5873,2092,5
5874,5206,5
5876,4944,5
5877,1875,5
5878,3812,5
5880,4137,5
5882,448,5
5884,2633,9
5886,3845,9
5889,878,9
5891,1402,5
5894,4700,5
5897,243,5
5900,4372,5
5903,2865,5
5905,3550,5
5921,529,5
5923,26,5
5925,2238,5
5927,5480,5
5934,778,5
5930,1466,5
5932,413,5
5935,1111,5
5938,1945,5
5937,800,5
5940,1105,5
5942,6,5
5943,2421,9
5944,3043,5
5945,2705,5
5946,4534,5
5947,2400,14
5949,3305,5
5950,4454,9
5951,1689,9
5952,969,9
5953,5264,9
5954,199,5
5955,3490,9
5958,2426,5
5959,1026,8
5960,3744,9
5961,2534,9
5962,1443,9
5963,1649,9
5977,3325,5
5978,4345,5
5979,4753,5
5980,2478,9
5981,5272,5
5982,2061,9
5988,2369,5
5990,3952,5
5991,3272,5
5993,3376,5
5995,1096,5
5997,1166,5
5999,4898,5
6001,5450,5
6004,265,5
6006,2425,5
6008,1130,5
6010,4194,5
6012,3125,5
6014,1018,5
6017,4694,5
6019,1020,5
6020,4690,9
6026,4737,9
6028,4747,9
6034,2929,5
6031,5288,9
6033,1066,5
6037,3162,5
6036,244,5
6038,1319,5
6039,5025,5
6040,5358,5
6041,4088,5
6043,3011,5
6044,1558,9
6916,4082,5
6047,440,14
6048,4565,10
6049,229,5
6141,2349,9
6054,3478,8
6056,5463,5
6058,1328,5
6912,3990,9
6060,3234,10
6911,4362,9
6910,2120,9
6906,3422,5
6907,2122,14
6908,1249,9
6066,5456,9
6497,2004,9
6070,134,9
6071,3652,5
6073,2704,5
6075,3801,16
6155,370,5
6079,1910,5
6081,1892,5
6082,4429,16
6153,1829,5
6085,779,9
6087,275,9
6089,2696,5
6090,1425,9
6092,4141,5
6094,4202,5
6097,4219,5
6096,1110,5
6099,1041,5
6100,5368,5
6104,5499,5
6103,3919,5
6107,321,5
6109,1669,5
6110,2001,5
6113,4379,5
6118,1597,5
6115,5359,5
6116,2887,5
6119,5315,5
6122,4277,5
6124,1391,5
6127,2845,5
6126,2363,5
6129,1721,5
6131,1149,5
6133,3623,9
6134,1962,5
6136,2752,14
6137,5485,5
6138,3944,9
6143,3755,5
6147,5208,5
6149,5411,5
6404,2520,9
6151,3420,9
6152,4864,9
6154,1732,9
6156,4663,7
6162,733,5
6158,423,5
6160,591,16
6166,4606,5
6164,2066,5
6168,1891,9
6167,4024,5
6169,1192,5
6171,3509,5
6173,1758,5
6174,1942,5
6175,2488,9
6176,206,13
6177,626,9
6202,2570,9
6179,4102,9
6184,2029,5
6183,3728,9
6185,2284,9
6186,2209,9
6187,5378,14
6190,5453,9
6189,1375,5
6191,118,5
6192,180,5
6193,2148,8
6194,4523,5
6196,5297,5
6197,2454,5
6198,1421,5
6199,2416,9
6201,2834,5
6203,5424,9
6204,2760,9
6205,2195,16
6206,4673,9
6207,879,10
6208,442,9
6209,3315,9
6210,1350,9
6211,4876,9
6212,2933,9
6213,3702,5
6214,33,5
6215,3729,5
6217,5381,5
6218,3719,9
6219,3519,5
6220,825,16
6221,4227,5
6556,5197,9
6223,4833,5
6224,2707,3
6225,2707,11
6226,4977,9
6559,1676,9
6228,1715,9
6229,2145,9
6230,2584,17
6231,1896,9
6235,752,5
6234,2644,5
6236,3686,5
6237,4999,5
6238,373,9
6239,64,5
6240,4623,5
6241,3193,5
6242,4804,9
6243,2557,9
6244,1000,5
6245,5012,5
6246,5166,5
6247,1881,9
6248,2790,9
6249,1556,9
6250,4161,9
6251,336,5
6252,4217,5
6253,4433,5
6254,1911,5
6257,3456,13
6268,4289,5
6258,2620,5
6259,1791,5
6260,4310,5
6261,3333,11
6262,3367,5
6263,4907,5
6264,777,5
6265,2434,9
6266,1382,11
6267,333,9
6269,3161,5
6397,1387,9
6271,224,9
6272,2679,9
6273,3889,5
6274,1488,5
6275,2749,10
6885,5384,5
6278,3231,5
6279,4357,9
6280,917,9
6324,765,9
6282,3558,5
6284,4995,9
6285,2387,5
6286,827,11
6287,935,9
6288,1478,16
6289,1478,5
6290,1371,5
6291,3584,5
6313,642,5
6293,5155,5
6296,2324,5
6297,4902,9
6300,1162,9
6299,4079,9
6301,1628,5
6302,1544,5
6303,4292,5
6304,3132,9
6305,3606,13
6306,3606,5
6322,1608,9
6308,372,5
6309,564,5
6310,4836,5
6311,4313,16
6312,1648,5
6528,5088,9
6316,816,9
6317,3448,9
6318,3448,5
6323,1944,5
6329,4045,9
6327,2392,5
6331,3458,5
6422,4068,9
6346,215,5
6351,4818,9
6361,4244,5
6362,2443,14
6370,1506,5
6365,210,5
6374,3890,5
6380,861,5
6377,1306,5
6383,1590,5
6386,4883,5
6387,5182,5
6388,2222,9
6432,3239,9
6428,2176,9
6434,5027,9
6433,828,9
6437,1246,9
6440,4388,9
6439,1037,11
6442,3399,5
6444,4280,5
6446,2730,5
6447,4819,5
6451,1668,5
6682,4856,9
6450,4059,9
6453,1476,5
6455,69,9
6458,4324,5
6473,2635,3
6474,2635,9
6463,4152,5
6464,502,14
6465,4453,14
6472,444,5
6469,1455,9
6470,1785,3
6471,1785,9
6475,3487,14
6479,662,9
6478,662,3
6480,2802,5
6482,2517,5
6483,4475,10
6484,4475,5
6485,1737,5
6486,2622,5
6487,3937,5
6489,5292,5
6491,1373,5
6494,2002,9
6493,3600,9
6495,5235,9
6496,5145,9
6498,136,9
6499,4131,10
6500,4131,5
6502,4578,5
6503,120,5
6505,521,5
6506,4927,9
6507,242,5
6508,4941,5
6509,3971,5
6510,851,5
6511,524,9
6513,3067,9
6515,2419,9
6516,1053,5
6517,1025,5
6518,4827,9
6519,4687,13
6521,5483,5
6523,1446,5
6524,527,5
6525,5147,9
6526,3149,5
6527,457,9
6530,1269,5
6531,3358,5
6532,883,5
6533,2527,5
6534,836,5
6538,5020,5
6539,934,5
6537,2033,5
6541,3309,5
6565,2800,5
6543,4985,5
6551,5335,5
6548,655,10
